"year","code","value","system","subtype"
2011,"CH.PI",5.139,"WGOA","production"
2012,"CH.PI",5.94,"WGOA","production"
2013,"CH.PI",5.547,"WGOA","production"
2014,"CH.PI",6.296,"WGOA","production"
2015,"CH.PI",5.143,"WGOA","production"
2016,"CH.PI",6.849,"WGOA","production"
1950,"SP.CO",4.746,"WGOA","production"
1951,"SP.CO",4.593,"WGOA","production"
1952,"SP.CO",4.68,"WGOA","production"
1953,"SP.CO",4.694,"WGOA","production"
1954,"SP.CO",4.651,"WGOA","production"
1955,"SP.CO",4.792,"WGOA","production"
1956,"SP.CO",4.698,"WGOA","production"
1957,"SP.CO",4.849,"WGOA","production"
1958,"SP.CO",3.929,"WGOA","production"
1959,"SP.CO",3.255,"WGOA","production"
1960,"SP.CO",4.017,"WGOA","production"
1961,"SP.CO",4.097,"WGOA","production"
1962,"SP.CO",4.217,"WGOA","production"
1963,"SP.CO",4.134,"WGOA","production"
1964,"SP.CO",4.534,"WGOA","production"
1965,"SP.CO",3.799,"WGOA","production"
1966,"SP.CO",3.462,"WGOA","production"
1967,"SP.CO",4.493,"WGOA","production"
1968,"SP.CO",4.037,"WGOA","production"
1969,"SP.CO",4.513,"WGOA","production"
1970,"SP.CO",4.228,"WGOA","production"
1971,"SP.CO",3.904,"WGOA","production"
1972,"SP.CO",3.819,"WGOA","production"
1973,"SP.CO",3.972,"WGOA","production"
1974,"SP.CO",1.826,"WGOA","production"
1975,"SP.CO",2.334,"WGOA","production"
1976,"SP.CO",3.324,"WGOA","production"
1977,"SP.CO",4.784,"WGOA","production"
1978,"SP.CO",5.553,"WGOA","production"
1979,"SP.CO",5.438,"WGOA","production"
1980,"SP.CO",5.21,"WGOA","production"
1981,"SP.CO",5.408,"WGOA","production"
1982,"SP.CO",5.106,"WGOA","production"
1983,"SP.CO",5.493,"WGOA","production"
1984,"SP.CO",5.237,"WGOA","production"
1985,"SP.CO",5.373,"WGOA","production"
1986,"SP.CO",5.352,"WGOA","production"
1987,"SP.CO",5.704,"WGOA","production"
1988,"SP.CO",5.647,"WGOA","production"
1989,"SP.CO",5.487,"WGOA","production"
1990,"SP.CO",5.501,"WGOA","production"
1991,"SP.CO",5.621,"WGOA","production"
1992,"SP.CO",5.343,"WGOA","production"
1993,"SP.CO",5.408,"WGOA","production"
1994,"SP.CO",5.422,"WGOA","production"
1995,"SP.CO",5.467,"WGOA","production"
1996,"SP.CO",5.049,"WGOA","production"
1997,"SP.CO",5.188,"WGOA","production"
1998,"SP.CO",5.284,"WGOA","production"
1999,"SP.CO",5.41,"WGOA","production"
2000,"SP.CO",5.331,"WGOA","production"
2001,"SP.CO",5.307,"WGOA","production"
2002,"SP.CO",5.117,"WGOA","production"
2003,"SP.CO",5.372,"WGOA","production"
2004,"SP.CO",5.157,"WGOA","production"
2005,"SP.CO",5.229,"WGOA","production"
2006,"SP.CO",5.179,"WGOA","production"
2007,"SP.CO",5.353,"WGOA","production"
2008,"SP.CO",5.395,"WGOA","production"
2009,"SP.CO",5.217,"WGOA","production"
2010,"SP.CO",5.186,"WGOA","production"
2011,"SP.CO",4.963,"WGOA","production"
2012,"SP.CO",5.468,"WGOA","production"
2013,"SP.CO",5.472,"WGOA","production"
2014,"SP.CO",5.424,"WGOA","production"
2015,"SP.CO",5.257,"WGOA","production"
2016,"SP.CO",5.545,"WGOA","production"
1950,"SP.PI",6.454,"WGOA","production"
1951,"SP.PI",5.958,"WGOA","production"
1952,"SP.PI",6.438,"WGOA","production"
1953,"SP.PI",6.308,"WGOA","production"
1954,"SP.PI",6.403,"WGOA","production"
1955,"SP.PI",6.438,"WGOA","production"
1956,"SP.PI",5.961,"WGOA","production"
1957,"SP.PI",6.142,"WGOA","production"
1958,"SP.PI",5.962,"WGOA","production"
1959,"SP.PI",6.078,"WGOA","production"
1960,"SP.PI",6.237,"WGOA","production"
1961,"SP.PI",6.293,"WGOA","production"
1962,"SP.PI",6.374,"WGOA","production"
1963,"SP.PI",6.438,"WGOA","production"
1964,"SP.PI",6.46,"WGOA","production"
1965,"SP.PI",5.48,"WGOA","production"
1966,"SP.PI",4.891,"WGOA","production"
1967,"SP.PI",6.11,"WGOA","production"
1968,"SP.PI",6.086,"WGOA","production"
1969,"SP.PI",6.24,"WGOA","production"
1970,"SP.PI",6.16,"WGOA","production"
1971,"SP.PI",4.893,"WGOA","production"
1972,"SP.PI",4.764,"WGOA","production"
1973,"SP.PI",5.003,"WGOA","production"
1974,"SP.PI",4.783,"WGOA","production"
1975,"SP.PI",6.374,"WGOA","production"
1976,"SP.PI",6.161,"WGOA","production"
1977,"SP.PI",6.747,"WGOA","production"
1978,"SP.PI",6.817,"WGOA","production"
1979,"SP.PI",6.896,"WGOA","production"
1980,"SP.PI",6.702,"WGOA","production"
1981,"SP.PI",6.828,"WGOA","production"
1982,"SP.PI",6.451,"WGOA","production"
1983,"SP.PI",7.064,"WGOA","production"
1984,"SP.PI",6.647,"WGOA","production"
1985,"SP.PI",6.605,"WGOA","production"
1986,"SP.PI",6.082,"WGOA","production"
1987,"SP.PI",6.848,"WGOA","production"
1988,"SP.PI",6.863,"WGOA","production"
1989,"SP.PI",6.457,"WGOA","production"
1990,"SP.PI",7.026,"WGOA","production"
1991,"SP.PI",6.99,"WGOA","production"
1992,"SP.PI",6.997,"WGOA","production"
1993,"SP.PI",6.963,"WGOA","production"
1994,"SP.PI",7.213,"WGOA","production"
1995,"SP.PI",6.344,"WGOA","production"
1996,"SP.PI",6.362,"WGOA","production"
1997,"SP.PI",6.906,"WGOA","production"
1998,"SP.PI",6.927,"WGOA","production"
1999,"SP.PI",6.552,"WGOA","production"
2000,"SP.PI",6.604,"WGOA","production"
2001,"SP.PI",6.337,"WGOA","production"
2002,"SP.PI",6.629,"WGOA","production"
2003,"SP.PI",6.824,"WGOA","production"
2004,"SP.PI",6.974,"WGOA","production"
2005,"SP.PI",6.63,"WGOA","production"
2006,"SP.PI",6.863,"WGOA","production"
2007,"SP.PI",7.104,"WGOA","production"
2008,"SP.PI",6.898,"WGOA","production"
2009,"SP.PI",5.921,"WGOA","production"
2010,"SP.PI",6.698,"WGOA","production"
2011,"SP.PI",5.69,"WGOA","production"
2012,"SP.PI",6.892,"WGOA","production"
2013,"SP.PI",5.858,"WGOA","production"
2014,"SP.PI",7.222,"WGOA","production"
2015,"SP.PI",6.478,"WGOA","production"
2016,"SP.PI",7.34,"WGOA","production"
1950,"BB.CO",4.628,"EBS","production"
1951,"BB.CO",3.7,"EBS","production"
1952,"BB.CO",3.664,"EBS","production"
1953,"BB.CO",4.372,"EBS","production"
1954,"BB.CO",4.323,"EBS","production"
1955,"BB.CO",4.802,"EBS","production"
1956,"BB.CO",4.837,"EBS","production"
1957,"BB.CO",5.133,"EBS","production"
1958,"BB.CO",4.239,"EBS","production"
1959,"BB.CO",4.208,"EBS","production"
1960,"BB.CO",4.315,"EBS","production"
1961,"BB.CO",4.594,"EBS","production"
1962,"BB.CO",4.616,"EBS","production"
1963,"BB.CO",4.563,"EBS","production"
1964,"BB.CO",3.908,"EBS","production"
1965,"BB.CO",4.531,"EBS","production"
1966,"BB.CO",4.731,"EBS","production"
1967,"BB.CO",4.97,"EBS","production"
1968,"BB.CO",4.91,"EBS","production"
1969,"BB.CO",4.161,"EBS","production"
1970,"BB.CO",4.104,"EBS","production"
1971,"BB.CO",4.145,"EBS","production"
1972,"BB.CO",4.756,"EBS","production"
1973,"BB.CO",4.641,"EBS","production"
1974,"BB.CO",4.665,"EBS","production"
1975,"BB.CO",4.426,"EBS","production"
1976,"BB.CO",5.03,"EBS","production"
1977,"BB.CO",4.974,"EBS","production"
1978,"BB.CO",5.469,"EBS","production"
1979,"BB.CO",5.542,"EBS","production"
1980,"BB.CO",5.576,"EBS","production"
1981,"BB.CO",5.792,"EBS","production"
1982,"BB.CO",5.108,"EBS","production"
1983,"BB.CO",5.771,"EBS","production"
1984,"BB.CO",5.214,"EBS","production"
1985,"BB.CO",5.26,"EBS","production"
1986,"BB.CO",4.816,"EBS","production"
1987,"BB.CO",5.306,"EBS","production"
1988,"BB.CO",5.38,"EBS","production"
1989,"BB.CO",5.014,"EBS","production"
1990,"BB.CO",5.071,"EBS","production"
1991,"BB.CO",5.282,"EBS","production"
1992,"BB.CO",4.862,"EBS","production"
1993,"BB.CO",5.244,"EBS","production"
1994,"BB.CO",4.694,"EBS","production"
1995,"BB.CO",5.098,"EBS","production"
1996,"BB.CO",4.703,"EBS","production"
1997,"BB.CO",5.1,"EBS","production"
1998,"BB.CO",4.291,"EBS","production"
1999,"BB.CO",5.117,"EBS","production"
2000,"BB.CO",4.233,"EBS","production"
2001,"BB.CO",3.925,"EBS","production"
2002,"BB.CO",4.636,"EBS","production"
2003,"BB.CO",4.857,"EBS","production"
2004,"BB.CO",4.872,"EBS","production"
2005,"BB.CO",4.902,"EBS","production"
2006,"BB.CO",4.716,"EBS","production"
2007,"BB.CO",4.956,"EBS","production"
2008,"BB.CO",4.773,"EBS","production"
2009,"BB.CO",5.019,"EBS","production"
2010,"BB.CO",4.135,"EBS","production"
2011,"BB.CO",5.029,"EBS","production"
2012,"BB.CO",5.13,"EBS","production"
2013,"BB.CO",5.458,"EBS","production"
2014,"BB.CO",4.481,"EBS","production"
2015,"BB.CO",4.959,"EBS","production"
2016,"BB.CO",5.38,"EBS","production"
1982,"Greenland.turbot.DEPTH",111.2699816,"EBS","distribution"
1983,"Greenland.turbot.DEPTH",109.2885533,"EBS","distribution"
1984,"Greenland.turbot.DEPTH",106.8716381,"EBS","distribution"
1985,"Greenland.turbot.DEPTH",106.7812555,"EBS","distribution"
1986,"Greenland.turbot.DEPTH",106.0576109,"EBS","distribution"
1987,"Greenland.turbot.DEPTH",107.9960207,"EBS","distribution"
1988,"Greenland.turbot.DEPTH",108.4028887,"EBS","distribution"
1989,"Greenland.turbot.DEPTH",107.5204213,"EBS","distribution"
1990,"Greenland.turbot.DEPTH",107.7337504,"EBS","distribution"
1991,"Greenland.turbot.DEPTH",106.3073036,"EBS","distribution"
1992,"Greenland.turbot.DEPTH",108.5740646,"EBS","distribution"
1993,"Greenland.turbot.DEPTH",110.3972336,"EBS","distribution"
1994,"Greenland.turbot.DEPTH",111.5372851,"EBS","distribution"
1995,"Greenland.turbot.DEPTH",111.484041,"EBS","distribution"
1996,"Greenland.turbot.DEPTH",109.9182135,"EBS","distribution"
1997,"Greenland.turbot.DEPTH",110.1759755,"EBS","distribution"
1998,"Greenland.turbot.DEPTH",109.7520587,"EBS","distribution"
1999,"Greenland.turbot.DEPTH",112.0549867,"EBS","distribution"
2000,"Greenland.turbot.DEPTH",110.7433708,"EBS","distribution"
2001,"Greenland.turbot.DEPTH",111.1001679,"EBS","distribution"
2002,"Greenland.turbot.DEPTH",110.5902233,"EBS","distribution"
2003,"Greenland.turbot.DEPTH",110.5909905,"EBS","distribution"
2004,"Greenland.turbot.DEPTH",109.8832919,"EBS","distribution"
2005,"Greenland.turbot.DEPTH",109.5965488,"EBS","distribution"
2006,"Greenland.turbot.DEPTH",109.8866802,"EBS","distribution"
2007,"Greenland.turbot.DEPTH",108.5725729,"EBS","distribution"
2008,"Greenland.turbot.DEPTH",108.0681596,"EBS","distribution"
2009,"Greenland.turbot.DEPTH",108.8521954,"EBS","distribution"
2010,"Greenland.turbot.DEPTH",109.9280357,"EBS","distribution"
2011,"Greenland.turbot.DEPTH",111.1171666,"EBS","distribution"
2012,"Greenland.turbot.DEPTH",109.6139617,"EBS","distribution"
2013,"Greenland.turbot.DEPTH",109.0511361,"EBS","distribution"
2014,"Greenland.turbot.DEPTH",109.2597528,"EBS","distribution"
2015,"Greenland.turbot.DEPTH",109.9601866,"EBS","distribution"
2016,"Greenland.turbot.DEPTH",109.5462411,"EBS","distribution"
1982,"Pacific.halibut.DEPTH",84.49569455,"EBS","distribution"
1983,"Pacific.halibut.DEPTH",83.71927015,"EBS","distribution"
1984,"Pacific.halibut.DEPTH",82.54716701,"EBS","distribution"
1985,"Pacific.halibut.DEPTH",83.31306435,"EBS","distribution"
1986,"Pacific.halibut.DEPTH",83.12500611,"EBS","distribution"
1987,"Pacific.halibut.DEPTH",82.97634505,"EBS","distribution"
1988,"Pacific.halibut.DEPTH",81.6357351,"EBS","distribution"
1989,"Pacific.halibut.DEPTH",83.4643549,"EBS","distribution"
1990,"Pacific.halibut.DEPTH",83.18250666,"EBS","distribution"
1991,"Pacific.halibut.DEPTH",82.92128931,"EBS","distribution"
1992,"Pacific.halibut.DEPTH",83.81446615,"EBS","distribution"
1993,"Pacific.halibut.DEPTH",80.88985354,"EBS","distribution"
1994,"Pacific.halibut.DEPTH",81.5484709,"EBS","distribution"
1995,"Pacific.halibut.DEPTH",81.51098201,"EBS","distribution"
1996,"Pacific.halibut.DEPTH",80.67232822,"EBS","distribution"
1997,"Pacific.halibut.DEPTH",81.16529405,"EBS","distribution"
1998,"Pacific.halibut.DEPTH",80.75948069,"EBS","distribution"
1999,"Pacific.halibut.DEPTH",80.94042727,"EBS","distribution"
2000,"Pacific.halibut.DEPTH",82.8952347,"EBS","distribution"
2001,"Pacific.halibut.DEPTH",81.50462753,"EBS","distribution"
2002,"Pacific.halibut.DEPTH",83.18786966,"EBS","distribution"
2003,"Pacific.halibut.DEPTH",82.40444592,"EBS","distribution"
2004,"Pacific.halibut.DEPTH",82.3805075,"EBS","distribution"
2005,"Pacific.halibut.DEPTH",82.63902762,"EBS","distribution"
2006,"Pacific.halibut.DEPTH",82.00779964,"EBS","distribution"
2007,"Pacific.halibut.DEPTH",82.18248445,"EBS","distribution"
2008,"Pacific.halibut.DEPTH",82.52072114,"EBS","distribution"
2009,"Pacific.halibut.DEPTH",80.71245005,"EBS","distribution"
2010,"Pacific.halibut.DEPTH",79.29021663,"EBS","distribution"
2011,"Pacific.halibut.DEPTH",80.10533923,"EBS","distribution"
2012,"Pacific.halibut.DEPTH",79.68972262,"EBS","distribution"
2013,"Pacific.halibut.DEPTH",79.75102794,"EBS","distribution"
2014,"Pacific.halibut.DEPTH",80.87714531,"EBS","distribution"
2015,"Pacific.halibut.DEPTH",80.16763129,"EBS","distribution"
2016,"Pacific.halibut.DEPTH",81.40576594,"EBS","distribution"
1982,"flathead.sole.DEPTH",102.6723141,"EBS","distribution"
1983,"flathead.sole.DEPTH",103.1554498,"EBS","distribution"
1984,"flathead.sole.DEPTH",103.1661663,"EBS","distribution"
1985,"flathead.sole.DEPTH",101.7705872,"EBS","distribution"
1986,"flathead.sole.DEPTH",105.5546165,"EBS","distribution"
1987,"flathead.sole.DEPTH",105.5401148,"EBS","distribution"
1988,"flathead.sole.DEPTH",107.350341,"EBS","distribution"
1989,"flathead.sole.DEPTH",106.0422422,"EBS","distribution"
1990,"flathead.sole.DEPTH",106.7296732,"EBS","distribution"
1991,"flathead.sole.DEPTH",106.0067159,"EBS","distribution"
1992,"flathead.sole.DEPTH",106.2044508,"EBS","distribution"
1993,"flathead.sole.DEPTH",106.1489763,"EBS","distribution"
1994,"flathead.sole.DEPTH",107.0861857,"EBS","distribution"
1995,"flathead.sole.DEPTH",107.5086568,"EBS","distribution"
1996,"flathead.sole.DEPTH",106.2543028,"EBS","distribution"
1997,"flathead.sole.DEPTH",106.2107344,"EBS","distribution"
1998,"flathead.sole.DEPTH",104.9643533,"EBS","distribution"
1999,"flathead.sole.DEPTH",111.0770083,"EBS","distribution"
2000,"flathead.sole.DEPTH",106.3521758,"EBS","distribution"
2001,"flathead.sole.DEPTH",106.475499,"EBS","distribution"
2002,"flathead.sole.DEPTH",106.9748438,"EBS","distribution"
2003,"flathead.sole.DEPTH",106.8080626,"EBS","distribution"
2004,"flathead.sole.DEPTH",107.1439214,"EBS","distribution"
2005,"flathead.sole.DEPTH",107.1947671,"EBS","distribution"
2006,"flathead.sole.DEPTH",108.373293,"EBS","distribution"
2007,"flathead.sole.DEPTH",106.825963,"EBS","distribution"
2008,"flathead.sole.DEPTH",107.6379095,"EBS","distribution"
2009,"flathead.sole.DEPTH",109.4111015,"EBS","distribution"
2010,"flathead.sole.DEPTH",107.7184365,"EBS","distribution"
2011,"flathead.sole.DEPTH",108.3749805,"EBS","distribution"
2012,"flathead.sole.DEPTH",108.004067,"EBS","distribution"
2013,"flathead.sole.DEPTH",107.1210525,"EBS","distribution"
2014,"flathead.sole.DEPTH",107.5029357,"EBS","distribution"
2015,"flathead.sole.DEPTH",107.1838952,"EBS","distribution"
2016,"flathead.sole.DEPTH",105.855327,"EBS","distribution"
1983,"Bering.flounder.DEPTH",66.02313169,"EBS","distribution"
1984,"Bering.flounder.DEPTH",65.85781487,"EBS","distribution"
1985,"Bering.flounder.DEPTH",65.59479221,"EBS","distribution"
1986,"Bering.flounder.DEPTH",66.69926414,"EBS","distribution"
1987,"Bering.flounder.DEPTH",66.19423627,"EBS","distribution"
1988,"Bering.flounder.DEPTH",66.65726965,"EBS","distribution"
1989,"Bering.flounder.DEPTH",66.2293348,"EBS","distribution"
1990,"Bering.flounder.DEPTH",66.24004844,"EBS","distribution"
1991,"Bering.flounder.DEPTH",65.91491506,"EBS","distribution"
1992,"Bering.flounder.DEPTH",65.84581772,"EBS","distribution"
1993,"Bering.flounder.DEPTH",66.76779688,"EBS","distribution"
1994,"Bering.flounder.DEPTH",68.38016853,"EBS","distribution"
1995,"Bering.flounder.DEPTH",67.98459506,"EBS","distribution"
1996,"Bering.flounder.DEPTH",65.92866294,"EBS","distribution"
1997,"Bering.flounder.DEPTH",66.59808489,"EBS","distribution"
1998,"Bering.flounder.DEPTH",65.42547009,"EBS","distribution"
1999,"Bering.flounder.DEPTH",73.22890076,"EBS","distribution"
2000,"Bering.flounder.DEPTH",67.19863544,"EBS","distribution"
2001,"Bering.flounder.DEPTH",67.06912281,"EBS","distribution"
2002,"Bering.flounder.DEPTH",65.78314923,"EBS","distribution"
2003,"Bering.flounder.DEPTH",65.34789414,"EBS","distribution"
2004,"Bering.flounder.DEPTH",65.51106347,"EBS","distribution"
2005,"Bering.flounder.DEPTH",65.86679153,"EBS","distribution"
2006,"Bering.flounder.DEPTH",67.64689544,"EBS","distribution"
2007,"Bering.flounder.DEPTH",66.11809887,"EBS","distribution"
2008,"Bering.flounder.DEPTH",66.50135891,"EBS","distribution"
2009,"Bering.flounder.DEPTH",67.73875358,"EBS","distribution"
2010,"Bering.flounder.DEPTH",65.81170987,"EBS","distribution"
2011,"Bering.flounder.DEPTH",66.28225968,"EBS","distribution"
2012,"Bering.flounder.DEPTH",66.15933013,"EBS","distribution"
2013,"Bering.flounder.DEPTH",65.26975603,"EBS","distribution"
2014,"Bering.flounder.DEPTH",65.71778626,"EBS","distribution"
2015,"Bering.flounder.DEPTH",66.65023768,"EBS","distribution"
2016,"Bering.flounder.DEPTH",66.37319939,"EBS","distribution"
1982,"yellowfin.sole.DEPTH",52.81709101,"EBS","distribution"
1983,"yellowfin.sole.DEPTH",52.63022765,"EBS","distribution"
1984,"yellowfin.sole.DEPTH",52.56540394,"EBS","distribution"
1985,"yellowfin.sole.DEPTH",52.57053183,"EBS","distribution"
1986,"yellowfin.sole.DEPTH",53.68902959,"EBS","distribution"
1987,"yellowfin.sole.DEPTH",52.40521703,"EBS","distribution"
1988,"yellowfin.sole.DEPTH",53.13997419,"EBS","distribution"
1989,"yellowfin.sole.DEPTH",52.79226082,"EBS","distribution"
1990,"yellowfin.sole.DEPTH",53.34500974,"EBS","distribution"
1991,"yellowfin.sole.DEPTH",52.77222356,"EBS","distribution"
1992,"yellowfin.sole.DEPTH",53.42556108,"EBS","distribution"
1993,"yellowfin.sole.DEPTH",52.49368095,"EBS","distribution"
1994,"yellowfin.sole.DEPTH",53.05733838,"EBS","distribution"
1995,"yellowfin.sole.DEPTH",53.35522373,"EBS","distribution"
1996,"yellowfin.sole.DEPTH",52.86167187,"EBS","distribution"
1997,"yellowfin.sole.DEPTH",53.20688111,"EBS","distribution"
1998,"yellowfin.sole.DEPTH",53.76073219,"EBS","distribution"
1999,"yellowfin.sole.DEPTH",55.16416527,"EBS","distribution"
2000,"yellowfin.sole.DEPTH",54.09909753,"EBS","distribution"
2001,"yellowfin.sole.DEPTH",54.15240111,"EBS","distribution"
2002,"yellowfin.sole.DEPTH",53.18988663,"EBS","distribution"
2003,"yellowfin.sole.DEPTH",52.60711959,"EBS","distribution"
2004,"yellowfin.sole.DEPTH",52.4488958,"EBS","distribution"
2005,"yellowfin.sole.DEPTH",52.24772549,"EBS","distribution"
2006,"yellowfin.sole.DEPTH",52.91691139,"EBS","distribution"
2007,"yellowfin.sole.DEPTH",52.51039065,"EBS","distribution"
2008,"yellowfin.sole.DEPTH",52.69342459,"EBS","distribution"
2009,"yellowfin.sole.DEPTH",52.54002216,"EBS","distribution"
2010,"yellowfin.sole.DEPTH",52.02174264,"EBS","distribution"
2011,"yellowfin.sole.DEPTH",51.66096361,"EBS","distribution"
2012,"yellowfin.sole.DEPTH",52.67949493,"EBS","distribution"
2013,"yellowfin.sole.DEPTH",52.10776162,"EBS","distribution"
2014,"yellowfin.sole.DEPTH",51.65661893,"EBS","distribution"
2015,"yellowfin.sole.DEPTH",52.1458404,"EBS","distribution"
2016,"yellowfin.sole.DEPTH",52.42679668,"EBS","distribution"
1982,"longhead.dab.DEPTH",39.91028686,"EBS","distribution"
1983,"longhead.dab.DEPTH",41.01562219,"EBS","distribution"
1984,"longhead.dab.DEPTH",40.13449883,"EBS","distribution"
1985,"longhead.dab.DEPTH",38.43725721,"EBS","distribution"
1986,"longhead.dab.DEPTH",37.13289816,"EBS","distribution"
1987,"longhead.dab.DEPTH",34.95401286,"EBS","distribution"
1988,"longhead.dab.DEPTH",35.28334741,"EBS","distribution"
1989,"longhead.dab.DEPTH",36.76924774,"EBS","distribution"
1990,"longhead.dab.DEPTH",37.66238379,"EBS","distribution"
1991,"longhead.dab.DEPTH",40.28612224,"EBS","distribution"
1992,"longhead.dab.DEPTH",36.51460496,"EBS","distribution"
1993,"longhead.dab.DEPTH",35.56561744,"EBS","distribution"
1994,"longhead.dab.DEPTH",34.66816712,"EBS","distribution"
1995,"longhead.dab.DEPTH",34.17530495,"EBS","distribution"
1996,"longhead.dab.DEPTH",36.42408704,"EBS","distribution"
1997,"longhead.dab.DEPTH",34.75988863,"EBS","distribution"
1998,"longhead.dab.DEPTH",37.06009,"EBS","distribution"
1999,"longhead.dab.DEPTH",31.76010867,"EBS","distribution"
2000,"longhead.dab.DEPTH",32.54561427,"EBS","distribution"
2001,"longhead.dab.DEPTH",33.41627719,"EBS","distribution"
2002,"longhead.dab.DEPTH",33.36274381,"EBS","distribution"
2003,"longhead.dab.DEPTH",34.50439494,"EBS","distribution"
2004,"longhead.dab.DEPTH",36.30636183,"EBS","distribution"
2005,"longhead.dab.DEPTH",35.4900652,"EBS","distribution"
2006,"longhead.dab.DEPTH",34.01974759,"EBS","distribution"
2007,"longhead.dab.DEPTH",34.55423176,"EBS","distribution"
2008,"longhead.dab.DEPTH",32.75058184,"EBS","distribution"
2009,"longhead.dab.DEPTH",32.40815777,"EBS","distribution"
2010,"longhead.dab.DEPTH",31.72290752,"EBS","distribution"
2011,"longhead.dab.DEPTH",31.34331961,"EBS","distribution"
2012,"longhead.dab.DEPTH",31.28043927,"EBS","distribution"
2013,"longhead.dab.DEPTH",31.29192328,"EBS","distribution"
2014,"longhead.dab.DEPTH",30.67968534,"EBS","distribution"
2015,"longhead.dab.DEPTH",30.51160186,"EBS","distribution"
2016,"longhead.dab.DEPTH",30.62306088,"EBS","distribution"
1982,"Alaska.plaice.DEPTH",61.72981298,"EBS","distribution"
1983,"Alaska.plaice.DEPTH",61.73191457,"EBS","distribution"
1984,"Alaska.plaice.DEPTH",61.56525078,"EBS","distribution"
1985,"Alaska.plaice.DEPTH",60.17505892,"EBS","distribution"
1986,"Alaska.plaice.DEPTH",61.06780914,"EBS","distribution"
1987,"Alaska.plaice.DEPTH",60.90084664,"EBS","distribution"
1988,"Alaska.plaice.DEPTH",59.8683925,"EBS","distribution"
1989,"Alaska.plaice.DEPTH",60.37047694,"EBS","distribution"
1990,"Alaska.plaice.DEPTH",60.5111528,"EBS","distribution"
1991,"Alaska.plaice.DEPTH",60.77824817,"EBS","distribution"
1992,"Alaska.plaice.DEPTH",60.26730177,"EBS","distribution"
1993,"Alaska.plaice.DEPTH",60.31004852,"EBS","distribution"
1994,"Alaska.plaice.DEPTH",60.6285196,"EBS","distribution"
1995,"Alaska.plaice.DEPTH",60.66309942,"EBS","distribution"
1996,"Alaska.plaice.DEPTH",60.39741585,"EBS","distribution"
1997,"Alaska.plaice.DEPTH",60.6507468,"EBS","distribution"
1998,"Alaska.plaice.DEPTH",62.83633142,"EBS","distribution"
1999,"Alaska.plaice.DEPTH",62.58416135,"EBS","distribution"
2000,"Alaska.plaice.DEPTH",62.08101237,"EBS","distribution"
2001,"Alaska.plaice.DEPTH",61.67730441,"EBS","distribution"
2002,"Alaska.plaice.DEPTH",61.81229338,"EBS","distribution"
2003,"Alaska.plaice.DEPTH",60.78069998,"EBS","distribution"
2004,"Alaska.plaice.DEPTH",61.66647947,"EBS","distribution"
2005,"Alaska.plaice.DEPTH",61.47513843,"EBS","distribution"
2006,"Alaska.plaice.DEPTH",60.9265246,"EBS","distribution"
2007,"Alaska.plaice.DEPTH",61.73179822,"EBS","distribution"
2008,"Alaska.plaice.DEPTH",61.02163803,"EBS","distribution"
2009,"Alaska.plaice.DEPTH",60.1247079,"EBS","distribution"
2010,"Alaska.plaice.DEPTH",59.67572479,"EBS","distribution"
2011,"Alaska.plaice.DEPTH",59.63219237,"EBS","distribution"
2012,"Alaska.plaice.DEPTH",59.67743804,"EBS","distribution"
2013,"Alaska.plaice.DEPTH",59.02688877,"EBS","distribution"
2014,"Alaska.plaice.DEPTH",58.90094624,"EBS","distribution"
2015,"Alaska.plaice.DEPTH",59.8577589,"EBS","distribution"
2016,"Alaska.plaice.DEPTH",60.81448575,"EBS","distribution"
1982,"sturgeon.poacher.DEPTH",52.39663325,"EBS","distribution"
1983,"sturgeon.poacher.DEPTH",52.50335679,"EBS","distribution"
1984,"sturgeon.poacher.DEPTH",54.05837449,"EBS","distribution"
1985,"sturgeon.poacher.DEPTH",55.94963438,"EBS","distribution"
1986,"sturgeon.poacher.DEPTH",55.62461308,"EBS","distribution"
1987,"sturgeon.poacher.DEPTH",55.09656711,"EBS","distribution"
1988,"sturgeon.poacher.DEPTH",54.9622104,"EBS","distribution"
1989,"sturgeon.poacher.DEPTH",56.26822481,"EBS","distribution"
1990,"sturgeon.poacher.DEPTH",54.80950533,"EBS","distribution"
1991,"sturgeon.poacher.DEPTH",55.07402376,"EBS","distribution"
1992,"sturgeon.poacher.DEPTH",55.73962029,"EBS","distribution"
1993,"sturgeon.poacher.DEPTH",54.84765725,"EBS","distribution"
1994,"sturgeon.poacher.DEPTH",55.08464147,"EBS","distribution"
1995,"sturgeon.poacher.DEPTH",54.15113048,"EBS","distribution"
1996,"sturgeon.poacher.DEPTH",56.30420695,"EBS","distribution"
1997,"sturgeon.poacher.DEPTH",54.55582934,"EBS","distribution"
1998,"sturgeon.poacher.DEPTH",55.9020053,"EBS","distribution"
1999,"sturgeon.poacher.DEPTH",54.01887961,"EBS","distribution"
2000,"sturgeon.poacher.DEPTH",54.70931519,"EBS","distribution"
2001,"sturgeon.poacher.DEPTH",54.84007596,"EBS","distribution"
2002,"sturgeon.poacher.DEPTH",54.28773753,"EBS","distribution"
2003,"sturgeon.poacher.DEPTH",55.94995593,"EBS","distribution"
2004,"sturgeon.poacher.DEPTH",56.18235983,"EBS","distribution"
2005,"sturgeon.poacher.DEPTH",55.13339656,"EBS","distribution"
2006,"sturgeon.poacher.DEPTH",56.3604805,"EBS","distribution"
